,date,review,star,res,clean_content,topic
373,"September 26, 2020","Firstly, card games are not my thing so this could well be the reason I did not enjoy this the slightest. I felt there was no storyline and you had to purchase additional content to make the game at least a bit interesting. I prefer buying a game and having it in full to in-app purchases you cannot really have proper control over. In addition, I beat a boss after entering the battle with a fourth of my health, so I think the battle system is not all that either. Would not recommend.",1,"Giant NetworkSeptember 29, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",firstli card game thing could well reason enjoy slightest felt storylin purchas addit content make game least bit interest prefer buy game full app purchas cannot realli proper control addit beat boss enter battl fourth health think battl system either would recommend,"[1, 2]"
374,"November 8, 2018",I liked this game until the ending. I dont get how my choices affected anything and my data was erased as soon as I beat it. Plus I dont like that the other characters have to be paid for. I also didn't get to unlock any achievements in the one play through. I want to be able to unlock all the achievements in one go. I dont want to go through the same story over and over again.,2,"Giant NetworkNovember 8, 2018hi dude, thx for the detailed comment. since our game is a roguelike game, players need to restart many times till get the whole achievements. if you can get all in one go, then our game loses its most important feature.",like game end dont get choic affect anyth data eras soon beat plu dont like charact paid also get unlock achiev one play want abl unlock achiev one go dont want go stori,"[1, 2]"
375,"May 4, 2020","I bought the Collector's Edition because the game seemed fun and they weren't asking for much for the bundle. Then two weeks later they make it where you have to spend more money to disable ads. I am tired of games trying to nickel and dime me. I would've considered buying the other minor IAPs, but not anymore. Going to delete this app now.",1,"Giant NetworkMay 4, 2020Hello Dear McSweeney. We appreciate that you bought the Collector's Edition. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",bought collector edit game seem fun ask much bundl two week later make spend money disabl ad tire game tri nickel dime would consid buy minor iap anymor go delet app,[2]
376,"June 27, 2020","its good Edit: it's... Questionable. While i cannot deny the quality of the game, i can not allow the questionable monetization desicions that this company has created. While it is true that there are currently 8 occupations you can play, you only really ever play 1 and that is the free class ""Knight"", after that you have to pay to unlock another class of your liking.... What? No. Atleast have like, 3 or 4 free classes. God.",3,"Giant NetworkJune 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",good edit question cannot deni qualiti game allow question monet desicion compani creat true current occup play realli ever play free class knight pay unlock anoth class like atleast like free class god,"[1, 2, 0]"
377,"October 26, 2020","While playing this game was amazing, I cannot say the same for the ""endings"" because there are no endings. You finish beating hard mode 7 times, get those fragments, beat final boss, read the monster story, get a little more insight and thats it. There is no story that comes after from your gameplay, just a collection of info on what happened before you started. There are no good endings. There are no good stories. You cant save grandma or anyone else. There is no motivation for your effort.",2,"Giant NetworkOctober 27, 2020Salutations! We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out. Good luck and have a lovely day!",play game amaz cannot say end end finish beat hard mode time get fragment beat final boss read monster stori get littl insight that stori come gameplay collect info happen start good end good stori cant save grandma anyon els motiv effort,"[1, 2]"
378,"October 18, 2020","Loved this game until the other day the game would not log in, and everytime I tried it would prompt to restart the game. When I reloaded the game it would repeat. Tried uninstalling and reinstalling nothing works. Tried emailing the devs but the email address given does not work. Fix and I would love to give 5 stars",1,"Giant NetworkOctober 23, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",love game day game would log everytim tri would prompt restart game reload game would repeat tri uninstal reinstal noth work tri email dev email address given work fix would love give star,[0]
379,"April 22, 2020","Update: App is working now. I've put in about 3 hours in the game and finished one run. My biggest complaint is that nothing is really explained. This is a great game, but the storyline is minimal and there is no tutorial. I didn't realize I even had skills until my last boss fight. Also, I'm not quite sure of what my goal is. Should I be investigating everyone? Or just try to have some really long runs? This is a fun game overall",4,"Giant NetworkApril 22, 2020Please try to deactivate WiFi before opening the game, and then opening WiFi and logging in once inside the game. Can you please retry and let us know through email: nofmgame@hotmail.com  if the problem still persists?",updat app work put hour game finish one run biggest complaint noth realli explain great game storylin minim tutori realiz even skill last boss fight also quit sure goal investig everyon tri realli long run fun game overal,[0]
380,"June 22, 2020",Are you dense? There is no game in the future! Once a player decide to stop playing the game they stop! Instead of try to maintain your audience or do something Everything change! I know you need support and we are willing to support you i even buy a freaking wizard or something Then every character needs to be bought? Even the god damn archer? Stop giving us copy paste reply is more annoying,1,"Giant NetworkJune 22, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",dens game futur player decid stop play game stop instead tri maintain audienc someth everyth chang know need support will support even buy freak wizard someth everi charact need bought even god damn archer stop give us copi past repli annoy,[1]
381,"November 16, 2020",One of the best games I have played by far. The plot is a fantastic twist to the fairy tale and is amazing gameplay.The only concern is that there is only one free class to use last I played and that the priest boss is ridiculously difficult to beat unless you have the right artefact to help out.Would be nice if you could get the other classes by doing achievement and the priest is slightly easier to beat,4,"Giant NetworkNovember 18, 2020Please join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",one best game play far plot fantast twist fairi tale amaz gameplay concern one free class use last play priest boss ridicul difficult beat unless right artefact help would nice could get class achiev priest slightli easier beat,[0]
387,"July 26, 2020","Great-looking game, feels polished and solid. My main gripe is that without a limit to how much you can attack per turn, the game feels incredibly easy and strategy goes out the window in favor of unloading draw and attack cards. 7 of the 8 classes in the game are locked behind a pay wall, but I had no motivation to buy them because the free class offers little strategy or challenge. It's a shame because I think they had their heart in the right place, and they obviously put in a lot of effort",3,"Giant NetworkJuly 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!",great look game feel polish solid main gripe without limit much attack per turn game feel incred easi strategi goe window favor unload draw attack card class game lock behind pay wall motiv buy free class offer littl strategi challeng shame think heart right place obvious put lot effort,[2]
389,"June 23, 2020","This game initially showed promise with nice graphics, and deck building mechanics that have been a mainstay of board games. However after playing, it seems the developers did not bother to make improvements to gameplay as you advance. The deck building aspect is severely handicapped with little opportunity to customize the deck, and at higher difficulties, they just clutter your initial hand with weak cards which are difficult to remove. Move on and look for other games.",1,"Giant NetworkJune 24, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",game initi show promis nice graphic deck build mechan mainstay board game howev play seem develop bother make improv gameplay advanc deck build aspect sever handicap littl opportun custom deck higher difficulti clutter initi hand weak card difficult remov move look game,"[1, 0]"
391,"May 10, 2020",1)1 star. WHY paid for full Dlc yet still need to see advertisement? If we bought the collector edition you shouldn't still put advertisements on it. 2) why when we lost we restart can't we get full health or something? Hp left 7 since last time. So even restart with advertisement doest help as hp always at 7 only.,1,"Giant NetworkMay 11, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",star paid full dlc yet still need see advertis bought collector edit still put advertis lost restart get full health someth hp left sinc last time even restart advertis doest help hp alway,[1]
392,"November 5, 2018","The lack of sufficent healing tiles and sudden strong unpassable enemies that combo off of it's own resource ment that I had a good story line going that fizzled and wasted my time and only frustme. This one experiance has left the whole game feeling sparse and one sided, especially due to the inability to play any thing but the knight for free. Just a simply disappointing game.",1,"Giant NetworkNovember 5, 2018Hi, I am coming late. 
Restart a new game is kind of the core part of Roguelike game. You will meet different monsters and build a different deck.

I will give you some tips here. 
1. You can save fountain until your HP at a very low value. 
2. Don't pick up every card. 

Once you got fun or passed the game, please leave us a five-star.",lack suffic heal tile sudden strong unpass enemi combo resourc ment good stori line go fizzl wast time frustm one experi left whole game feel spars one side especi due inabl play thing knight free simpli disappoint game,[2]
394,"October 3, 2020","Despite the many clear issues that the other reviews have pointed out; I am not giving it 1 star for said issues. Instead, I give it one star because in the first 20 minutes I attempted to play the game, the game froze literally every time I tried to fight an enemy, and the app would automatically close. I thought maybe it had something to do with my phone, but all of my other apps ran smoothly as they should. This game is doomed for dissapointment.",1,"Giant NetworkOctober 9, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^",despit mani clear issu review point give star said issu instead give one star first minut attempt play game game froze liter everi time tri fight enemi app would automat close thought mayb someth phone app ran smoothli game doom dissapoint,[0]
396,"August 19, 2020","What the hell is your issue with the afterimage boss? A 10% total health PIERCING damage from a boss with 400HP? And that item can be equipped TWICE? And our HP can be as high as 120 if we are lucky. Three turns. We have three turns top to deal 300 damage. For the knight, ranger and wizard this battle is just not possible. Balance your game.",2,"Giant NetworkAugust 21, 2020This is not an invincible boss, you can try a variety of cards, or go to the community to communicate with other players. Have a good time",hell issu afterimag boss total health pierc damag boss hp item equip twice hp high lucki three turn three turn top deal damag knight ranger wizard battl possibl balanc game,[1]
398,"February 27, 2021","just a quick warning for you guys here. i got the dlc for an older version of the game and after a bigger update, they removed my dlcs from the store bundled them up with a different name and locked all the characters i had unlocked again. since those guys are from china they might just pull that one again.",3,"Giant NetworkMarch 2, 2021Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible. Thank you!",quick warn guy got dlc older version game bigger updat remov dlc store bundl differ name lock charact unlock sinc guy china might pull one,"[0, 2]"
