web-scraper-order,web-scraper-start-url,reviewer,date,review,star,res
"1614875612-2238","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Roger Marks","April 2, 2019","I really like this game. It is great in many ways but has one feature that really seems unnecessary and out of place which brings it down 2 stars IMO. At the end of some battles you have an interaction with your opponent and are given a multiple choice reaction to what they say... it is totally random u cant use logic to succeed and from what I can tell pointless. is it supposed to be like (?)s in slay the spire? because its not","Rated 3 stars out of five stars","null"
"1614875612-1464","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Thomas Nind","December 1, 2020","","Rated 1 stars out of five stars","Giant NetworkDecember 2, 2020We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out. Good luck and have a lovely day!"
"1614875612-4028","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Lapsum Caeli","July 2, 2020","","Rated 3 stars out of five stars","Giant NetworkJuly 2, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-2989","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","cody kelley","January 28, 2020","I like the game but I dont respect the practice of making a ""collector's edition"" that doesn't include all the characters, I understand the whole seperate mode being paid for separately, but I bought the collector's edition for all the characters and now I have to pay more. Just lost respect for them after that.","Rated 2 stars out of five stars","null"
"1614875612-4617","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Stephen Hartzer","June 20, 2020","","Rated 5 stars out of five stars","Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3184","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jennifer Reinfried","February 21, 2019","I like the game a lot, but what does suck is not regenerating health if you dont play for a while. And how i finished the first story but it doesnt unlock any others so i just have to start over and lose my level to play the same one again. Oh, AND how when you fight the final boss werewolf, he regens 15% of lost health each turn while youre ALSO forced to give him a bonus each round on YOUR turn, one of which is regen 40% health, so he's impossible. Won't play again until it's better balanced.","Rated 2 stars out of five stars","null"
"1614875612-2580","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Leontios Politis","July 22, 2019","Never thought an android game could be so good! It's easy, fast paced and can be challenging! It has good voiceovers and artwork! The idea of making your deck as you go is realy great because I got tired of premaking a deck to play in games such as Mtg, Ptcg, YuGi. 4* Stars because: - The music is too repetitive and for me music is important in a videogame - It has some spelling mistakes here and there but nothing too serious - You can't skip the ads completely even if you buy the game.","Rated 4 stars out of five stars","null"
"1614875612-2504","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Paul Andrada","September 22, 2018","This game is pretty damn good! Love game like this that involves cards! This game got me hooked up for hours and days trying to get past through chapters and bosses! Wish thered be more chapters or perhaps different story line with different heroes maybe? Maybe like i dont know snow white but cool like red riding hood haha! Need more chapters! I want to experience how far the cards i picked up can go! Id play this all day if i have to! Make more games like this please!","Rated 5 stars out of five stars","null"
"1614875612-4017","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jarrett Armstrong","May 15, 2019","","Rated 5 stars out of five stars","Giant NetworkMay 15, 2019Hi, Sorry about the problem. We suffered some network problem last two days.
Now, we might have worked it out, please try it again."
"1614875612-1752","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chee Vang","December 25, 2020","","Rated 2 stars out of five stars","Giant NetworkDecember 25, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-1691","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Dana Schwanke","September 15, 2020","I had good fun with this. There seems to be a lot of gameplay, and it's a fun card battler, where you get chances to add stronger attacks to your deck and weed out bad ones over time. My only complaint is that I think the rating could use a ""Suggestive Themes"" tag, as there were a number of feminine enemies with low-cut outfits, from what I recall.","Rated 4 stars out of five stars","Giant NetworkSeptember 18, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"1614875612-4189","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Nicholas Bonito","February 18, 2019","","Rated 4 stars out of five stars","null"
"1614875612-4259","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Muhammad Davinda Rinaldy","February 10, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1557","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Rizu Lupei","November 8, 2020","","Rated 3 stars out of five stars","Giant NetworkNovember 9, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-5013","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Christina Fary-anderson","April 25, 2020","","Rated 4 stars out of five stars","null"
"1614875612-3413","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Rex Strider","September 28, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4846","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ethan","October 15, 2018","","Rated 3 stars out of five stars","null"
"1614875612-5023","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Eekarri Foxx","September 28, 2018","","Rated 5 stars out of five stars","null"
"1614875612-4237","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","CS Chris","December 20, 2019","","Rated 4 stars out of five stars","null"
"1614875612-4062","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Navraj Bains","April 30, 2020","","Rated 1 stars out of five stars","Giant NetworkMay 1, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)"
"1614875612-1052","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chao Xiong","February 28, 2021","","Rated 4 stars out of five stars","Giant NetworkMarch 2, 2021Good day to you! Thank you for your feedback Because our main goal is to provide everyone with the best gaming experience, we are going to keep your input in mind."
"1614875612-3936","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gabriel Manasan","October 7, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1092","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","DeAdLy HoOk","February 2, 2021","Look I start playing this game and I said .. hmm it is ok then I realised that I keep playing the game again and again ... So my resume: the game is amazing. Absolutely stunning in every way but.. the game ends too soon.. I mean you build a deck you play until volume 3 you fight two bosses and then it is over.... And start again.. I want more MORE fun more volumes.. when I build a deck I don't want it to end so soon. Fix it I give you 5 star if u do this too. Great job on the game until now.","Rated 4 stars out of five stars","Giant NetworkFebruary 9, 2021We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 31,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
